7830.8,7859.95,7799.7,7821.3,7848.7
7848.7,8000.95,7817.95,7992.55,8011
8011,8136.4,8009.2,8116.5,8191.65
8191.65,8439,8183.45,8399.35,8396.15
8396.15,8425.9,8326.55,8386.15,8401.45
8401.45,8401.45,8307.2,8341.4,8395.7
8395.7,8436.25,8277.25,8320.3,8310.6
8310.6,8434.75,8284.7,8401.4,8392.05
8392.05,8409.5,8304.45,8322.4,8299.2
8299.2,8485.95,8275.3,8457.05,8453.75
8453.75,8522.55,8442.05,8479.65,8480.1
8480.1,8496.3,8302.05,8317.65,8296.85
8296.85,8360.1,8216,8288.95,8263.5
8263.5,8318.05,8218.1,8299.05,8346.5
8346.5,8440.5,8246.1,8263.05,8229.4
8229.4,8238.65,8072.35,8087.3,8117.15
8117.15,8184.5,8089.8,8133.9,8111
8111,8203.9,8055.3,8196.8,8222.3
8222.3,8323.85,8220.85,8315.95,8309.5
8309.5,8309.55,8192.05,8234.35,8150.35
8150.35,8265,8076.05,8192.25,8199.1
8199.1,8260.95,8198.6,8234.25,8215.2
8215.2,8235.25,8127.35,8160.4,8196
8196,8220.95,8126.4,8200.2,8223.45
8223.45,8304.55,8191.15,8245.05,8175.7
8175.7,8175.7,8082.3,8145.35,8154.45
8154.45,8186.7,8070.95,8104.75,8100.1
8100.1,8150.9,8070.15,8080.75,8128.95
8128.95,8131.25,8016.95,8026.6,8021.85
8021.85,8065.7,8005,8051.75,8117.65
8117.65,8240.1,8117.35,8211.95,8256.05
8256.05,8323.45,8221.9,8312.65,8327.7
8327.7,8409.8,8327.7,8393.95,8404.9
8404.9,8515.2,8393.3,8497,8669.75
8669.75,8741.4,8616.65,8720.4,8733.45
8733.45,8764.15,8646.55,8670.8,8638.95
8638.95,8730.55,8638.95,8713.7,8752.1
8752.1,8814.3,8720.8,8749.25,8763
8763,8792.75,8698.75,8763.55,8819.9
8819.9,8833.95,8768.75,8799,8816
8816,8862.5,8806.3,8841.85,8849.6
8849.6,8854.9,8769.3,8784.2,8765.65
8765.65,8834.4,8677.6,8688.3,8600.9
8600.9,8612.2,8536.9,8599.1,8622.1
8622.1,8641.55,8560.25,8613.15,8646.05
8646.05,8703.7,8634.95,8689.65,8649.05
8649.05,8655.6,8555.55,8612.8,8670.7
8670.7,8695.05,8647.2,8675.2,8635.15
8635.15,8809.4,8607.35,8799.05,8827.65
8827.65,8865.6,8803.35,8858.45,8847.75
8847.75,8850.25,8733.35,8778.2,8790.95
8790.95,8879.55,8775.95,8870.2,8461.45
8461.45,8651.55,8306.3,8631.65,8629.8
8629.8,8661.1,8569.55,8605.4,8618.5
8618.5,8639.7,8567.25,8618.85,8697.85
8697.85,8757.55,8697.65,8744.7,8832
8832,8879.55,8814.35,8863.75,8901.55
8901.55,8932.45,8862.25,8894.85,8959.5
8959.5,8989.1,8944.3,8956.9,8951.65
8951.65,8951.65,8833.3,8852.4,8850.4
8850.4,8862.8,8793.3,8801.45,8851.55
8851.55,8882.45,8818.15,8870.5,8954.65
8954.65,9064.9,8952.4,9058.8,9076.35
9076.35,9128.35,9074.75,9121.85,9132.65
9132.65,9139.85,9041.55,9069.95,9044.5
9044.5,9121.15,9039.35,9115.15,9109.35
9109.35,9254.25,9106.15,9204.45,9237.45
9237.45,9331.2,9209.5,9226,9236.95
9236.95,9290.8,9189,9260.05,9258.35
9258.35,9312.85,9258.35,9279.8,9306.7
9306.7,9313.05,9198.85,9208.65,9236.8
9236.8,9301.5,9222.9,9290.5,9293.2
9293.2,9391.1,9285.95,9378.8,9383.75
9383.75,9403.3,9229,9255.4,9297.15
9297.15,9375.5,9262.1,9330.75,9354.55
9354.55,9426.5,9333.45,9404.35,9418.2
9418.2,9512.05,9418.2,9470.85,9531.95
9531.95,9622.9,9498.65,9530.05,9567.45
9567.45,9631.45,9454.5,9469.6,9494.7
9494.7,9523.95,9283.4,9301.75,9426.5
9426.5,9479.65,9362.7,9439.75,9512.9
9512.9,9757.7,9497.15,9738.65,9798.2
9798.2,9851.1,9769.35,9797.55,9840.25
9840.25,9841.9,9682.05,9747.6,9782
9782,9782,9543.2,9559.35,9550.05
9550.05,9565.55,9432.95,9513.25,9541.9
9541.9,9668.35,9536.9,9618.5,9622.55
9622.55,9622.55,9496.75,9558.6,9581.2
9581.2,9669.35,9566.9,9647,9675.2
9675.2,9730.4,9667.7,9678.6,9695.55
9695.55,9705.9,9623.35,9638.55,9643.2
9643.2,9646.35,9529.65,9539,9542.5
9542.5,9557.9,9470.45,9526.3,9552.85
9552.85,9583.55,9501.3,9529,9565.45
9565.45,9580.6,9455.8,9470.85,9524.15
9524.15,9597.1,9452.7,9538.4,9641.45
9641.45,9707,9589.6,9697,9742.75
9742.75,9873.35,9742.75,9866.05,9878.9
9878.9,10000.3,9875.6,9897.3,9932.15
9932.15,9989.7,9925.65,9939.95,10012.15
10012.15,10069,9986.15,10052.95,10113.85
10113.85,10368.3,10113.85,10348.55,10381.8
10381.8,10407.1,10326.55,10359.85,10383.05
10383.05,10466.9,10374.75,10458.65,10441.75
10441.75,10441.75,10288.2,10299.2,10075.2
10075.2,10087.2,9969.9,10013.5,10055.05
10055.05,10112.95,9983.1,10086.25,10097.45
10097.45,10130.25,10022.45,10064.05,10123.85
10123.85,10276,10065.3,10117.95,10162.85
10162.85,10167.05,10108.85,10146.35,10168.15
10168.15,10175.6,10045,10075,10084.7
10084.7,10169.9,10034.6,10095.95,10237.8
10237.8,10271.4,10195.2,10250.35,10276
10276,10281.65,10206.7,10224.95,10196.65
10196.65,10197.05,10034.55,10048.65,10095.25
10095.25,10123.35,9978.55,9992.5,10007.8
10007.8,10142.3,9998.75,10115.95,10203.2
10203.2,10224.25,9859.45,9893.85,9901.9
9901.9,10051.05,9842.25,10029.3,10146.8
10146.8,10290.15,10126.45,10275.5,10364.3
10364.3,10367.35,10238.6,10289.7,10350.85
10350.85,10364.55,10276,10344,10389.45
10389.45,10402.55,10236.45,10269.85,10303.1
10303.1,10358.35,10256.15,10344.3,10406.8
10406.8,10421.15,10327.3,10335.8,10278.15
10278.15,10289.5,10116,10203,10241.75
10241.75,10249.4,10177.25,10223.45,10241.45
10241.45,10252.9,9986.5,10008.4,10047.1
10047.1,10154.2,10046.8,10150.05,10159.75
10159.75,10164.55,10052.65,10092.55,10133.35
10133.35,10179.4,10077.2,10088.7,10117.55
10117.55,10120.2,10053.65,10101.6,10121.5
10121.5,10220.05,10105.85,10188.2,10150.55
10150.55,10202.65,10119,10143.7,10122.75
10122.75,10157.35,10018.45,10056.55,10005.05
10005.05,10022.4,9873.6,9912.85,9968.65
9968.65,10070.35,9952.55,10056.7,10095.05
10095.05,10100.75,10035.05,10048.5,10092.25
10092.25,10154.1,10041.5,10105.55,10000.3
10000.3,10042.1,9962.15,9973.8,9944.35
9944.35,10056.85,9925.9,9948.25,9939.55
9939.55,9944.85,9827.45,9870.75,9949.45
9949.45,9976.45,9874.7,9892.6,9981.75
9981.75,10098.35,9965.45,10079.7,9466.05
9466.05,9903.6,9330.85,9819.8,9970.25
9970.25,10052.85,9725.25,9758.15,9652
9652,9666.9,9277.8,9308.3,9199
9199,9203.9,8771.35,8828.6,8977.35
8977.35,9113.05,8830.35,8918.65,8926.45
8926.45,8990.5,8866.4,8915.6,8929.65
8929.65,9006,8864.8,8983.85,9003.85
9003.85,9003.9,8659.4,8681.6,8764.95
8764.95,8878.45,8708.95,8852.9,8914.65
8914.65,8921.9,8807.95,8891.15,8838.8
8838.8,8842.85,8718.55,8754.5,8780.5
8780.5,8801.15,8718.7,8780.4,8780.95
8780.95,8883.2,8771.6,8826.65,8841.25
8841.25,9057.7,8821.6,9017.95,9050.95
9050.95,9125.65,9009.7,9113.8,9126.85
9126.85,9130.25,9018.15,9041,8984.15
8984.15,9058.1,8867.5,8888.7,8890.35
8890.35,9065.55,8865.65,9046.25,9083.35
9083.35,9107.9,8997.7,9014,9040.05
9040.05,9128.35,8996,9053.25,9135.9
9135.9,9305.25,9133.95,9299.05,9360.75
9360.75,9364.9,9218.05,9252.3,9228.5
9228.5,9228.5,9061.95,9092,9201.7
9201.7,9241.4,9139.05,9196,9219.4
9219.4,9222,9131.3,9146.05,9071.1
9071.1,9214.05,9042.75,9118.25,9148.95
9148.95,9183.2,9116.15,9153.5,9140.7
9140.7,9146.95,9070.85,9098.05,9117.4
9117.4,9124.7,8999.2,9023.05,9050.95
9050.95,9085.65,8980,9013,9002.7
9002.7,9028.3,8921.05,8961.3,8917.7
8917.7,9013,8875.2,8987.25,8973.05
8973.05,8974.65,8844.2,8854.75,8864.7
8864.7,9009.6,8808.95,8991.8,9009.75
9009.75,9046.4,8970.15,8981.15,8969.15
8969.15,9134.4,8951.6,9109.05,9136.85
9136.85,9171.7,9112.55,9141.75,9169.95
9169.95,9334.1,9098.9,9326.9,9331.4
9331.4,9340.5,9289.95,9300.3,9336.6
9336.6,9400.25,9304.8,9330.9,9410.65
9410.65,9537.35,9403.4,9522.3,9551.65
9551.65,9589.8,9487.2,9506.65,9541.4
9541.4,9550,9472.85,9495.95,9542.6
9542.6,9626.3,9540.9,9616.6,9661.6
9661.6,9712.05,9635.45,9703.65,9732.35
9732.35,9740.6,9644.95,9676.95,9725.95
9725.95,9726.65,9558.7,9600.7,9605.7
9605.7,9664.1,9580.35,9650.7,9661.25
9661.25,9689.1,9620.6,9641.85,9655.45
9655.45,9696.9,9627.9,9644.8,9647.5
9647.5,9716.95,9639.9,9709,9684.3
9684.3,9716.15,9590.5,9601,9601.3
9601.3,9681.7,9586.4,9665,9688.35
9688.35,9837.25,9674.1,9828.2,9873.3
9873.3,9987.75,9819.45,9967.7,9989.7
9989.7,10051.5,9971.75,10014.85,10012.15
10012.15,10012.3,9917.95,9928.65,9907.3
9907.3,9922.5,9822,9837.75,9871.4
9871.4,10210.2,9834.35,10191.95,9871.4
